QC Date,QC Type,Inspector,Year,Method,POINT_X,POINT_Y,River_Mile,Restoration_RM,1000ftbreak,UCC Relate,PW Location,PW Relate,DATE,SPECIES,Survey,REACH,REDD_ID,AGE,REDD_LOC,GRAVEL,INJ_SITE,PRE_SUB,SIDE_SUB,TAIL_SUB,Fish_on_RE,MEASURE,WHY_NOT_ME,DATE_MEA,PRE_in,PIT_in,Tail_in,LENGTH_in,WIDTH_in,Velocity,FLOW_DEVIC,Bomb_ID,START_60,END_60,SEC_60,START_80,END_80,SECS_80,Bomb_vel60,Bomb_vel80,COMMENTS,Survey 2 Age,Survey 3 Age,Survey 4 Age,Survey_5_Age,Survey_6_Age,Survey_7_Age,Survey_8_Age,Survey_9_Age,Date 1,Age 1,Date 2 ,Age 2,Date 3 ,Age 3,Date 4,Age 4,Date 5,Age 5,Date 6,Age 6,Date 7,Age 7,Date 8,Age 8,Date 9,Age 9,Run,Reach,Date, Age,Survey
4/6/2022,,GM,2021,Snorkel,-122.5383239,40.57896729,16.142,16.441,,,8.2,Above,9/17/2021,Chinook,Survey 1,R2,,3,,Combination,,< 0.1,0.1 - 1,1-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/2022,,GM,2021,Snorkel,-122.538336,40.57895787,16.142,16.441,,,8.2,Above,9/17/2021,Chinook,Survey 1,R2,,3,,Combination,,1-2,2-3,1-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/2022,,GM,2021,Snorkel,-122.5362463,40.57674086,15.932,16.234,,,8.2,Above,9/17/2021,Chinook,Survey 1,R2,,2,,Injection,,1-2,1-2,1-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/2022,,GM,2021,Snorkel,-122.5369834,40.57517309,15.800,16.105,,,8.2,Above,9/17/2021,Chinook,Survey 1,R2,,2,,Injection,,1-2,1-2,2-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/2022,,GM,2021,Snorkel,-122.5369927,40.57517129,15.801,16.105,,,8.2,Above,9/17/2021,Chinook,Survey 1,R2,,2,,Injection,,1-2,1-2,1-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/2022,,GM,2021,Snorkel,-122.5366594,40.57467302,15.761,16.066,,,8.2,Above,9/17/2021,Chinook,Survey 1,R2,,2,,Injection,,1-2,1-2,1-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/2022,,GM,2021,Snorkel,-122.5363366,40.57447929,15.738,16.045,,,8.2,Above,9/17/2021,Chinook,Survey 1,R2,,2,,Injection,,1-2,1-2,1-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/2022,,GM,2021,Snorkel,-122.5362769,40.57444933,15.734,16.041,,,8.2,Above,9/17/2021,Chinook,Survey 1,R2,,2,,Injection,,1-2,1-2,1-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/2022,,GM,2021,Snorkel,-122.5359079,40.57445494,15.709,16.019,,,8.2,Above,9/17/2021,Chinook,Survey 1,R2,,2,,Injection,,1-2,1-2,1-2,,,,,,,,,,,,,,,,,,,,,,3,4,,,,,,,,,10/6/2021,3,10/27/2021,4,,,,,,,,,,,,,,,,,
4/6/2022,,GM,2021,Snorkel,-122.5358162,40.57443706,15.704,16.014,,,8.2,Above,9/17/2021,Chinook,Survey 1,R2,,3,,Injection,,2-3,1-2,1-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/2022,,GM,2021,Snorkel,-122.5358162,40.57443706,15.704,16.014,,,8.2,Above,9/17/2021,Chinook,Survey 1,R2,,3,,Injection,,1-2,1-2,1-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/2022,,GM,2021,Snorkel,-122.5358184,40.57448308,15.704,16.014,,,8.2,Above,9/17/2021,Chinook,Survey 1,R2,,2,,Injection,,1-2,1-2,1-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/2022,,GM,2021,Snorkel,-122.5356696,40.57449117,15.697,16.006,,,8.2,Above,9/17/2021,Chinook,Survey 1,R2,,2,,Injection,,1-2,1-2,1-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/2022,,GM,2021,Snorkel,-122.5351415,40.57450634,15.668,15.978,,,8.2,Above,9/17/2021,Chinook,Survey 1,R2,,2,,Injection,,1-2,1-2,1-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/2022,,GM,2021,Snorkel,-122.5350689,40.57448496,15.665,15.974,,,8.2,Above,9/17/2021,Chinook,Survey 1,R2,,3,,Injection,,1-2,1-2,1-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/2022,,GM,2021,Snorkel,-122.5343607,40.57426452,15.623,15.932,,,8.2,Above,9/17/2021,Chinook,Survey 1,R2,,2,,Injection,,1-2,1-2,1-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/2022,,GM,2021,Snorkel,-122.5343096,40.57428758,15.622,15.931,,,8.2,Above,9/17/2021,Chinook,Survey 1,R2,,3,,Injection,,1-2,1-2,1-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/2022,,GM,2021,Snorkel,-122.5333338,40.57331818,15.535,15.842,,,8.2,Above,9/17/2021,Chinook,Survey 1,R2,,2,,Injection,,1-2,1-2,1-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/2022,,GM,2021,Snorkel,-122.5328823,40.57277889,15.490,15.798,,,8.2,Above,9/17/2021,Chinook,Survey 1,R2,,2,,Injection,,1-2,1-2,1-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/2022,,GM,2021,Snorkel,-122.5328614,40.57278111,15.490,15.798,,,8.2,Above,9/17/2021,Chinook,Survey 1,R2,,2,,Injection,,< 0.1,1-2,1-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/2022,,GM,2021,Snorkel,-122.5324574,40.57222991,15.446,15.754,,,8.2,Above,9/17/2021,Chinook,Survey 1,R2,,2,,Injection,,1-2,1-2,1-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/2022,,GM,2021,Snorkel,-122.5325229,40.57219367,15.446,15.753,,,8.2,Above,9/17/2021,Chinook,Survey 1,R2,,2,,Injection,,1-2,1-2,1-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/2022,,GM,2021,Snorkel,-122.5324673,40.57210028,15.438,15.746,,,8.2,Above,9/17/2021,Chinook,Survey 1,R2,,2,,Injection,,1-2,1-2,1-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/2022,,GM,2021,Snorkel,-122.5324125,40.57203516,15.432,15.740,,,8.2,Above,9/17/2021,Chinook,Survey 1,R2,,2,,Injection,,1-2,1-2,1-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/2022,,GM,2021,Snorkel,-122.5323422,40.57199984,15.429,15.737,,,8.2,Above,9/17/2021,Chinook,Survey 1,R2,,2,,Injection,,1-2,1-2,1-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/2022,,GM,2021,Snorkel,-122.5323361,40.57189532,15.421,15.730,,,8.2,Above,9/17/2021,Chinook,Survey 1,R2,,2,,Injection,,1-2,1-2,1-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/2022,,GM,2021,Snorkel,-122.5321582,40.57072017,15.336,15.645,,,8.2,Above,9/17/2021,Chinook,Survey 1,R2,,2,,Injection,,1-2,1-2,1-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/2022,,GM,2021,Snorkel,-122.5324442,40.5700854,15.289,15.599,,,8.2,Above,9/17/2021,Chinook,Survey 1,R2,,2,,Injection,,1-2,0.1 - 1,1-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/2022,,GM,2021,Snorkel,-122.5324416,40.56977734,15.269,15.577,,,8.2,Above,9/17/2021,Chinook,Survey 1,R2,,2,,Injection,,1-2,1-2,1-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/2022,,GM,2021,Snorkel,-122.5325199,40.56977658,15.269,15.577,,,8.2,Above,9/17/2021,Chinook,Survey 1,R2,,3,,Injection,,1-2,1-2,1-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/2022,,GM,2021,Snorkel,-122.5324104,40.56969006,15.263,15.572,,,8.2,Above,9/17/2021,Chinook,Survey 1,R2,,2,,Injection,,1-2,1-2,1-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/2022,,GM,2021,Snorkel,-122.532561,40.56956757,15.253,15.561,,,8.2,Above,9/17/2021,Chinook,Survey 1,R2,,2,,Native,,1-2,< 0.1,2-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/2022,,GM,2021,Snorkel,-122.5311753,40.56792157,15.109,15.418,,,8.2,Above,9/17/2021,Chinook,Survey 1,R2,,2,,Injection,,1-2,1-2,1-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/2022,,GM,2021,Snorkel,-122.5307725,40.5671444,15.049,15.360,,,8.2,Above,9/17/2021,Chinook,Survey 1,R2,,3,,Injection,,1-2,1-2,1-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/2022,,GM,2021,Snorkel,-122.5304498,40.56626033,14.981,15.295,,,8.2,Above,9/17/2021,Chinook,Survey 1,R2,,2,,Injection,,1-2,1-2,1-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/2022,,GM,2021,Snorkel,-122.5305681,40.56625299,14.984,15.298,,,8.2,Above,9/17/2021,Chinook,Survey 1,R2,,2,,Injection,,1-2,1-2,1-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/2022,,GM,2021,Snorkel,-122.5300627,40.56465745,14.866,15.181,,,8.2,Above,9/17/2021,Chinook,Survey 1,R2,,2,,Injection,,1-2,1-2,1-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/2022,,GM,2021,Snorkel,-122.5299983,40.56466925,14.867,15.181,,,8.2,Above,9/17/2021,Chinook,Survey 1,R2,,2,,Injection,,1-2,1-2,1-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/2022,,GM,2021,Snorkel,-122.5300053,40.56458431,14.862,15.176,,,8.2,Above,9/17/2021,Chinook,Survey 1,R2,,2,,Injection,,1-2,1-2,1-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/2022,,GM,2021,Snorkel,-122.53006,40.56458481,14.861,15.175,,,8.2,Above,9/17/2021,Chinook,Survey 1,R2,,2,,Injection,,1-2,1-2,1-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/2022,,GM,2021,Snorkel,-122.5308297,40.56257406,14.714,15.028,,,8.2,Above,9/17/2021,Chinook,Survey 1,R2,,2,,Injection,,1-2,1-2,1-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/2022,,GM,2021,Snorkel,-122.5412588,40.5945296,18.029,18.368,,,8.2,Above,9/18/2021,Chinook,Survey 1,R1,,2,,Injection,,1-2,1-2,2-3,,,,,25,30,22,128,40,,,,,,,,,,,,NO FLOW BOMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/2022,,GM,2021,Snorkel,-122.5431924,40.59345176,17.902,18.241,,,8.2,Above,9/18/2021,Chinook,Survey 1,R1,,2,,Injection,,1-2,1-2,1-2,,,,,,,,,,,,,,,,,,,,,FISH ON REDD   1:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/2022,,GM,2021,Snorkel,-122.5437638,40.59300304,17.860,18.197,,,8.2,Above,9/18/2021,Chinook,Survey 1,R1,,2,,Injection,,1-2,1-2,1-2,,,,,,,,,,,,,,,,,,,,,FISH ON REDD 1:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/2022,,GM,2021,Snorkel,-122.5440467,40.59298437,17.848,18.185,,,8.2,Above,9/18/2021,Chinook,Survey 1,R1,,2,,Injection,,2-3,1-2,2-3,,,,,,,,,,,,,,,,,,,,,1:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/2022,,GM,2021,Snorkel,-122.5460418,40.59181988,17.706,18.044,,,8.2,Above,9/18/2021,Chinook,Survey 1,R1,,3,,Combination,,1-2,1-2,1-2,,,,,,,,,,,,,,,,,,,,,1:10 FISH ON REDD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/2022,,GM,2021,Snorkel,-122.5461626,40.59162389,17.692,18.029,,,8.2,Above,9/18/2021,Chinook,Survey 1,R1,,2,,Native,,2-3,2-3,3-4,,,,,,,,,,,,,,,,,,,,,1:10 FISH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/2022,,GM,2021,Snorkel,-122.5459248,40.59179714,17.705,18.041,,,8.2,Above,9/18/2021,Chinook,Survey 1,R1,,2,,Injection,,1-2,1-2,1-2,,,,,,,,,,,,,,,,,,,,,1:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/2022,,GM,2021,Snorkel,-122.5460051,40.59132958,17.672,18.009,,,8.2,Above,9/18/2021,Chinook,Survey 1,R1,,2,,Injection,,1-2,1-2,1-2,,,,,,,,,,,,,,,,,,,,,1:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/2022,,GM,2021,Snorkel,-122.5459543,40.5911253,17.658,17.995,,,8.2,Above,9/18/2021,Chinook,Survey 1,R1,,2,,Injection,,1-2,1-2,1-2,,,,,,,,,,,,,,,,,,,,,1:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/2022,,GM,2021,Snorkel,-122.5460354,40.59107462,17.655,17.992,,,8.2,Above,9/18/2021,Chinook,Survey 1,R1,,2,,Injection,,1-2,1-2,1-2,,,,,,,,,,,,,,,,,,,,,1:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/2022,,GM,2021,Snorkel,-122.5459061,40.59102195,17.650,17.987,,,8.2,Above,9/18/2021,Chinook,Survey 1,R1,,2,,Injection,,1-2,1-2,1-2,,,,,14,20,4,230,70,,,,,,,,,,,,1:10,3,3,,,,,,,,,10/4/2021,3,10/25/2021,3,,,,,,,,,,,,,,,,,
4/6/2022,,GM,2021,Snorkel,-122.5458991,40.59085632,17.639,17.976,,,8.2,Above,9/18/2021,Chinook,Survey 1,R1,,2,,Combination,,1-2,2-3,1-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/2022,,GM,2021,Snorkel,-122.5458264,40.59061256,17.621,17.958,,,8.2,Above,9/18/2021,Chinook,Survey 1,R1,,2,,Injection,,1-2,1-2,1-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/2022,,GM,2021,Snorkel,-122.5458171,40.5897135,17.560,17.896,,,8.2,Above,9/18/2021,Chinook,Survey 1,R1,,2,,Injection,,1-2,1-2,1-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/2022,,GM,2021,Snorkel,-122.545892,40.58959728,17.551,17.887,,,8.2,Above,9/18/2021,Chinook,Survey 1,R1,,2,,Injection,,1-2,1-2,1-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/2022,,GM,2021,Snorkel,-122.5458798,40.58946532,17.542,17.878,,,8.2,Above,9/18/2021,Chinook,Survey 1,R1,,2,,Injection,,1-2,1-2,1-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/2022,,GM,2021,Snorkel,-122.5458981,40.58946855,17.542,17.878,,,8.2,Above,9/18/2021,Chinook,Survey 1,R1,,3,,Injection,,1-2,1-2,1-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/2022,,GM,2021,Snorkel,-122.5462101,40.58899505,17.506,17.842,,,8.2,Above,9/18/2021,Chinook,Survey 1,R1,,2,,Injection,,1-2,1-2,1-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/2022,,GM,2021,Snorkel,-122.5466589,40.58846228,17.461,17.797,,,8.2,Above,9/18/2021,Chinook,Survey 1,R1,,2,,Injection,,1-2,1-2,1-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/2022,,GM,2021,Snorkel,-122.546665,40.58835311,17.455,17.791,,,8.2,Above,9/18/2021,Chinook,Survey 1,R1,,2,,Injection,,1-2,1-2,1-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/2022,,GM,2021,Snorkel,-122.5471751,40.58814325,17.425,17.762,,,8.2,Above,9/18/2021,Chinook,Survey 1,R1,,2,,Injection,,1-2,1-2,1-2,,,,,17,22,6,120,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/2022,,GM,2021,Snorkel,-122.5471306,40.58810747,17.426,17.762,,,8.2,Above,9/18/2021,Chinook,Survey 1,R1,,2,,Injection,,1-2,1-2,1-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/2022,,GM,2021,Snorkel,-122.5474767,40.58797061,17.406,17.742,,,8.2,Above,9/18/2021,Chinook,Survey 1,R1,,2,,Injection,,1-2,1-2,1-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/2022,,GM,2021,Snorkel,-122.5475681,40.58793099,17.400,17.736,,,8.2,Above,9/18/2021,Chinook,Survey 1,R1,,2,,Injection,,1-2,1-2,1-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/2022,,GM,2021,Snorkel,-122.5476099,40.58790355,17.397,17.733,,,8.2,Above,9/18/2021,Chinook,Survey 1,R1,,2,,Injection,,1-2,1-2,1-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
