JPE_redd_id,date,survey_method,longitude,latitude,survey,river_mile,x1000ftbreak,ucc_relate,picket_weir_location,picket_weir_relation,surveyed_reach,species,redd_loc,age,age_index,gravel,inj_site,pre_redd_substrate_size,redd_substrate_size,tail_substrate_size,fish_on_redd,measured,why_not_measured,date_measured,pre_redd_depth,redd_pit_depth,redd_tail_depth,velocity,start_60,end_60,sec_60,start_80,end_80,secs_80,bomb_vel60,bomb_vel80,run,redd_length,redd_width
2002_309,2002-10-25,snorkel,-122.474717256,40.4948383524,4,6.887598213333334,NA,below,8.2,below,R5,Chinook,NA,NA,0,native,reading bar,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002_310,2002-10-25,snorkel,-122.474717256,40.4948383524,4,6.887598213333334,NA,below,8.2,below,R5,Chinook,NA,NA,0,native,reading bar,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002_311,2002-10-25,snorkel,-122.474717256,40.4948383524,4,6.887598213333334,NA,below,8.2,below,R5,Chinook,NA,NA,0,native,reading bar,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002_312,2002-10-25,snorkel,-122.4734123,40.4940266,4,6.770621326685605,NA,below,8.2,below,R5,Chinook,NA,NA,0,native,reading bar,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002_313,2002-10-25,snorkel,-122.4734123,40.4940266,4,6.770621326685605,NA,below,8.2,below,R5,Chinook,NA,NA,0,native,reading bar,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002_314,2002-10-25,snorkel,-122.4734123,40.4940266,4,6.770621326685605,NA,below,8.2,below,R5,Chinook,NA,NA,0,native,reading bar,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002_315,2002-09-26,snorkel,-122.472643,40.4931243,2,6.673086110284092,NA,below,8.2,below,R5,Chinook,NA,NA,0,native,reading bar,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002_316,2002-10-25,snorkel,-122.472588122,40.4929982659,4,6.669345952594697,NA,below,8.2,below,R5,Chinook,NA,NA,0,native,reading bar,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002_317,2002-10-25,snorkel,-122.472588122,40.4929982659,4,6.669345952594697,NA,below,8.2,below,R5,Chinook,NA,NA,0,native,reading bar,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002_318,2002-10-25,snorkel,-122.472588122,40.4929982659,4,6.669345952594697,NA,below,8.2,below,R5,Chinook,NA,NA,0,native,reading bar,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002_319,2002-10-25,snorkel,-122.472588122,40.4929982659,4,6.669345952594697,NA,below,8.2,below,R5,Chinook,NA,NA,0,native,reading bar,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003_320,2003-09-22,snorkel,-122.5515152,40.5850019,9,17.1037967075,91000,above,8.2,above,R1,Chinook,NA,NA,0,native,above peltier,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,spring,NA,NA
2003_321,2003-10-06,snorkel,-122.5498127,40.5847474,10,16.956542024848485,90000,above,8.2,above,R1,Chinook,NA,NA,0,native,paige bar,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,spring,NA,NA
2003_322,2003-09-22,snorkel,-122.545889971,40.5917753755,9,17.703564921818185,94000,above,8.2,above,R1,Chinook,NA,NA,0,injection,whiskeytown,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,spring,NA,NA
2003_323,2003-10-20,snorkel,-122.545810752,40.592009032,11,17.720836581401514,94000,above,8.2,above,R1,Chinook,NA,NA,0,native,whiskeytown,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,spring,NA,NA
2003_324,2003-09-22,snorkel,-122.5457324,40.5901764,9,17.59158048899621,94000,above,8.2,above,R1,Chinook,NA,NA,0,native,below dog gulch,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,spring,NA,NA
2003_325,2003-10-06,snorkel,-122.5419886,40.5940885,10,17.979201221041667,96000,above,8.2,above,R1,Chinook,NA,NA,0,injection,whiskeytown,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,spring,NA,NA
2003_326,2003-10-06,snorkel,-122.5419886,40.5940885,10,17.979201221041667,96000,above,8.2,above,R1,Chinook,NA,NA,0,injection,whiskeytown,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,spring,NA,NA
2003_327,2003-09-08,snorkel,-122.5404392,40.5815924,8,16.38923707435606,87000,above,8.2,above,R1,Chinook,NA,NA,0,native,paige bar,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,spring,NA,NA
2003_328,2003-09-22,snorkel,-122.5404042,40.5816753,9,16.388795285549243,87000,above,8.2,above,R1,Chinook,NA,NA,0,native,paige bar,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,spring,NA,NA
2003_329,2003-09-08,snorkel,-122.5387447,40.5798821,8,16.21051204354167,86000,above,8.2,above,R1,Chinook,NA,NA,0,native,above need camp,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,spring,NA,NA
2003_330,2003-10-20,snorkel,-122.538434,40.5975458,11,18.30805242566288,97000,above,8.2,above,R1,Chinook,NA,NA,0,native,whiskeytown,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,spring,NA,NA
2003_331,2003-09-30,snorkel,-122.5382611,40.5789982,9,16.141987789109848,86000,above,8.2,above,R2,Chinook,NA,NA,0,native,above need camp,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,spring,NA,NA
2003_332,2003-09-23,snorkel,-122.536562451,40.574598237,9,15.753869063806818,84000,above,8.2,above,R2,Chinook,NA,NA,0,native,guardian rock,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,spring,NA,NA
2003_333,2003-09-24,snorkel,-122.5355803,40.5341061,9,12.584261157935607,67000,above,8.2,above,R3,Chinook,NA,NA,0,native,guardian rock,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,spring,NA,NA
2003_334,2003-09-24,snorkel,-122.5355803,40.5341061,9,12.584261157935607,67000,above,8.2,above,R3,Chinook,NA,NA,0,native,guardian rock,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,spring,NA,NA
2003_335,2003-09-24,snorkel,-122.5353294,40.5310977,9,12.369942193087121,66000,above,8.2,above,R3,Chinook,NA,NA,0,native,guardian rock,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,spring,NA,NA
2003_336,2003-09-23,snorkel,-122.5343359,40.5743128,9,15.625006527670454,83000,above,8.2,above,R2,Chinook,NA,NA,0,native,guardian rock,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,spring,NA,NA
2003_337,2003-09-23,snorkel,-122.5319421,40.5569945,9,14.315145098124999,76000,above,8.2,above,R2,Chinook,NA,NA,0,native,guardian rock,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,spring,NA,NA
2003_338,2003-09-30,snorkel,-122.53187387,40.5600020218,9,14.526119337632576,77000,above,8.2,above,R2,Chinook,NA,NA,0,native,guardian rock,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,spring,NA,NA
2003_339,2003-09-30,snorkel,-122.53187387,40.5600020218,9,14.526119337632576,77000,above,8.2,above,R2,Chinook,NA,NA,0,native,guardian rock,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,spring,NA,NA
2003_340,2003-09-23,snorkel,-122.53186305,40.5599183388,9,14.520452358200759,77000,above,8.2,above,R2,Chinook,NA,NA,0,native,guardian rock,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,spring,NA,NA
2003_341,2003-09-23,snorkel,-122.531643625,40.5559335978,9,14.237374580094697,76000,above,8.2,above,R2,Chinook,NA,NA,0,native,guardian rock,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,spring,NA,NA
2003_342,2003-09-23,snorkel,-122.531643625,40.5559335978,9,14.237374580094697,76000,above,8.2,above,R2,Chinook,NA,NA,0,native,guardian rock,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,spring,NA,NA
2003_343,2003-09-30,snorkel,-122.5315981,40.5560603,9,14.245084969223484,76000,above,8.2,above,R2,Chinook,NA,NA,0,native,guardian rock,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,spring,NA,NA
2003_344,2003-09-23,snorkel,-122.531595261,40.5604836812,9,14.56197392060606,78000,above,8.2,above,R2,Chinook,NA,NA,0,native,guardian rock,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,spring,NA,NA
2003_345,2003-09-23,snorkel,-122.531324424,40.5678661846,9,15.113330491363635,81000,above,8.2,above,R2,Chinook,NA,NA,0,native,guardian rock,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,spring,NA,NA
2003_346,2003-09-23,snorkel,-122.5308102,40.5626726,9,14.720446401723486,78000,above,8.2,above,R2,Chinook,NA,NA,0,native,guardian rock,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,spring,NA,NA
2003_347,2003-09-23,snorkel,-122.5308102,40.5626726,9,14.720446401723486,78000,above,8.2,above,R2,Chinook,NA,NA,0,native,guardian rock,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,spring,NA,NA
2003_348,2003-09-23,snorkel,-122.5303833,40.563263,9,14.766922759829544,79000,above,8.2,above,R2,Chinook,NA,NA,0,native,guardian rock,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,spring,NA,NA
2003_349,2003-09-23,snorkel,-122.529974565,40.564670456,9,14.86775208685606,79000,above,8.2,above,R2,Chinook,NA,NA,0,native,guardian rock,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,spring,NA,NA
2003_350,2003-09-23,snorkel,-122.529974565,40.564670456,9,14.86775208685606,79000,above,8.2,above,R2,Chinook,NA,NA,0,native,guardian rock,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,spring,NA,NA
2003_351,2003-09-23,snorkel,-122.529974565,40.564670456,9,14.86775208685606,79000,above,8.2,above,R2,Chinook,NA,NA,0,native,guardian rock,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,spring,NA,NA
2003_352,2003-09-23,snorkel,-122.529974565,40.564670456,9,14.86775208685606,79000,above,8.2,above,R2,Chinook,NA,NA,0,native,guardian rock,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,spring,NA,NA
2003_353,2003-09-24,snorkel,-122.5246692,40.5142516,9,11.005331535075758,59000,above,8.2,above,R3,Chinook,NA,NA,0,native,guardian rock,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,spring,NA,NA
2003_354,2003-09-10,snorkel,-122.52462221,40.5141351824,8,10.998065499469696,59000,above,8.2,above,R3,Chinook,NA,NA,0,native,guardian rock,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,spring,NA,NA
2003_355,2003-09-25,snorkel,-122.5246114,40.5119081,9,10.828695793181819,58000,above,8.2,above,R4,Chinook,NA,NA,0,native,guardian rock,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,spring,NA,NA
2003_356,2003-09-25,snorkel,-122.5246114,40.5119081,9,10.828695793181819,58000,above,8.2,above,R4,Chinook,NA,NA,0,native,guardian rock,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,spring,NA,NA
2003_357,2003-10-09,snorkel,-122.5236544,40.5115156,10,10.768355666117426,58000,above,8.2,above,R4,Chinook,NA,NA,0,native,guardian rock,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,spring,NA,NA
2003_358,2003-10-09,snorkel,-122.5232947,40.5113606,10,10.745721876912878,58000,above,8.2,above,R4,Chinook,NA,NA,0,native,guardian rock,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,spring,NA,NA
2003_359,2003-09-25,snorkel,-122.5212473,40.5106192,9,10.623470157727272,57000,above,8.2,above,R4,Chinook,NA,NA,0,combination,placer,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,spring,NA,NA
2003_360,2003-09-11,snorkel,-122.520950223,40.5105103629,8,10.606986830435606,57000,above,8.2,above,R4,Chinook,NA,NA,0,injection,placer,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,spring,NA,NA
2003_361,2003-09-25,snorkel,-122.5195772,40.510289,9,10.530112645227273,56000,above,8.2,above,R4,Chinook,NA,NA,0,combination,placer,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,spring,NA,NA
2003_362,2003-10-09,snorkel,-122.5195715,40.5102831,10,10.529649365549242,56000,above,8.2,above,R4,Chinook,NA,NA,0,injection,placer,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,spring,NA,NA
2003_363,2003-10-09,snorkel,-122.5195715,40.5102831,10,10.529649365549242,56000,above,8.2,above,R4,Chinook,NA,NA,0,injection,placer,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,spring,NA,NA
2003_364,2003-10-09,snorkel,-122.5065896,40.5032581,10,9.5476481256439385,51000,above,8.2,above,R4,Chinook,NA,NA,0,native,placer,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,spring,NA,NA
2003_365,2003-10-09,snorkel,-122.5065896,40.5032581,10,9.5476481256439385,51000,above,8.2,above,R4,Chinook,NA,NA,0,native,placer,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,spring,NA,NA
2003_366,2003-09-25,snorkel,-122.506102,40.5032284,9,9.522703075435606,51000,above,8.2,above,R4,Chinook,NA,NA,0,native,placer,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,spring,NA,NA
2003_367,2003-09-25,snorkel,-122.5010755,40.4981661,9,8.97422329,48000,above,8.2,above,R4,Chinook,NA,NA,0,native,placer,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,spring,NA,NA
2003_368,2003-09-25,snorkel,-122.5010755,40.4981661,9,8.97422329,48000,above,8.2,above,R4,Chinook,NA,NA,0,native,placer,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,spring,NA,NA
2003_369,2003-10-23,snorkel,-122.497357874,40.4950460491,11,8.648082027840909,46000,above,8.2,above,R4,Chinook,NA,NA,0,native,placer,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,spring,NA,NA
2003_370,2003-10-23,snorkel,-122.497357874,40.4950460491,11,8.648082027840909,46000,above,8.2,above,R4,Chinook,NA,NA,0,native,placer,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,spring,NA,NA
2003_371,2003-09-25,snorkel,-122.4964776,40.4920586,9,8.434600281098485,45000,above,8.2,above,R5A,Chinook,NA,NA,0,native,clear creek road bridge,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,spring,NA,NA
2003_372,2003-09-25,snorkel,-122.4960701,40.4895155,9,8.232850459602274,44000,below,8.2,above,R5A,Chinook,NA,NA,0,native,reading bar,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,spring,NA,NA
2003_373,2003-10-10,snorkel,-122.495329554,40.4896169053,10,8.193315353844696,44000,below,8.2,below,R5B,Chinook,NA,NA,0,native,reading bar,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003_374,2003-10-10,snorkel,-122.495329554,40.4896169053,10,8.193315353844696,44000,below,8.2,below,R5B,Chinook,NA,NA,0,native,reading bar,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003_375,2003-10-10,snorkel,-122.495329554,40.4896169053,10,8.193315353844696,44000,below,8.2,below,R5B,Chinook,NA,NA,0,native,reading bar,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003_376,2003-10-10,snorkel,-122.495329554,40.4896169053,10,8.193315353844696,44000,below,8.2,below,R5B,Chinook,NA,NA,0,native,reading bar,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003_377,2003-10-10,snorkel,-122.495329554,40.4896169053,10,8.193315353844696,44000,below,8.2,below,R5B,Chinook,NA,NA,0,native,reading bar,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003_378,2003-10-10,snorkel,-122.495329554,40.4896169053,10,8.193315353844696,44000,below,8.2,below,R5B,Chinook,NA,NA,0,native,reading bar,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003_379,2003-09-25,snorkel,-122.495323,40.48952,9,8.19339296748106,44000,below,8.2,below,R5B,Chinook,NA,NA,0,native,reading bar,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003_380,2003-10-24,snorkel,-122.495159655,40.4896070881,11,8.184577244791665,44000,below,8.2,below,R5B,Chinook,NA,NA,0,native,reading bar,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003_381,2003-10-24,snorkel,-122.495159655,40.4896070881,11,8.184577244791665,44000,below,8.2,below,R5B,Chinook,NA,NA,0,native,reading bar,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003_382,2003-10-24,snorkel,-122.493127219,40.4900126756,11,8.067161875738636,43000,below,8.2,below,R5B,Chinook,NA,NA,0,native,reading bar,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003_383,2003-10-24,snorkel,-122.493127219,40.4900126756,11,8.067161875738636,43000,below,8.2,below,R5B,Chinook,NA,NA,0,native,reading bar,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003_384,2003-10-10,snorkel,-122.493082175,40.4900348699,10,8.064430164469696,43000,below,8.2,below,R5B,Chinook,NA,NA,0,native,reading bar,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003_385,2003-10-24,snorkel,-122.4912188,40.4913843,11,7.925068177215909,43000,below,8.2,below,R5B,Chinook,NA,NA,0,native,reading bar,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003_386,2003-11-07,snorkel,-122.485447,40.4927429,12,7.600430569526515,41000,below,8.2,below,R5B,Chinook,NA,NA,0,native,reading bar,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003_387,2003-10-24,snorkel,-122.4822132,40.4929874,11,7.42685543125,40000,below,8.2,below,R5B,Chinook,NA,NA,0,native,reading bar,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003_388,2003-10-10,snorkel,-122.4759106,40.4948539,10,6.954869951818182,NA,below,8.2,below,R5B,Chinook,NA,NA,0,native,reading bar,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003_389,2003-10-24,snorkel,-122.4758452,40.4949899,11,6.948374508655303,NA,below,8.2,below,R5B,Chinook,NA,NA,0,native,reading bar,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003_390,2003-10-10,snorkel,-122.4743284,40.4948382,10,6.867491980094697,NA,below,8.2,below,R5B,Chinook,NA,NA,0,native,reading bar,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003_391,2003-10-24,snorkel,-122.4728336,40.4932078,11,6.684934344545455,NA,below,8.2,below,R5B,Chinook,NA,NA,0,native,reading bar,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004_392,2004-10-04,snorkel,-122.551443,40.584888,9,17.096726519602274,91000,above,8.2,above,R1,Chinook,NA,NA,0,native,above peltier,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,spring,NA,NA
2004_393,2004-10-04,snorkel,-122.551405,40.584185,9,17.052085218636364,91000,above,8.2,above,R1,Chinook,NA,NA,0,native,above peltier,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,spring,NA,NA
2004_394,2004-10-04,snorkel,-122.548497,40.584773,9,16.886667329526514,90000,above,8.2,above,R1,Chinook,NA,NA,0,native,paige bar,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,spring,NA,NA
2004_395,2004-10-04,snorkel,-122.545679787,40.5904735263,9,17.610888521931816,94000,above,8.2,above,R1,Chinook,NA,NA,0,native,below dog gulch,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,spring,NA,NA
2004_396,2004-10-04,snorkel,-122.545679257,40.5904308895,9,17.60799930416667,94000,above,8.2,above,R1,Chinook,NA,NA,0,native,below dog gulch,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,spring,NA,NA
2004_397,2004-10-04,snorkel,-122.540399,40.581484,9,16.386013344602272,87000,above,8.2,above,R1,Chinook,NA,NA,0,native,paige bar,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,spring,NA,NA
2004_398,2004-09-21,snorkel,-122.538159,40.578821,8,16.129201729526514,86000,above,8.2,above,R2,Chinook,NA,NA,0,combination,above need camp,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,spring,NA,NA
2004_399,2004-09-21,snorkel,-122.536926851,40.5751549265,8,15.798267312348484,84000,above,8.2,above,R2,Chinook,NA,NA,0,native,guardian rock,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,spring,NA,NA
2004_400,2004-09-21,snorkel,-122.534878127,40.5744607085,8,15.655440953143938,83000,above,8.2,above,R2,Chinook,NA,NA,0,native,guardian rock,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,spring,NA,NA
2004_401,2004-09-22,snorkel,-122.532541259,40.5401435109,8,13.10072681344697,70000,above,8.2,above,R3,Chinook,NA,NA,0,native,guardian rock,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,spring,NA,NA
2004_402,2004-09-21,snorkel,-122.531888,40.560075,8,14.530789452556817,77000,above,8.2,above,R2,Chinook,NA,NA,0,native,guardian rock,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,spring,NA,NA
2004_403,2004-09-21,snorkel,-122.531739,40.556515,8,14.277492808087121,76000,above,8.2,above,R2,Chinook,NA,NA,0,native,guardian rock,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,spring,NA,NA
2004_404,2004-09-21,snorkel,-122.531626,40.555738,8,14.223065597310605,76000,above,8.2,above,R2,Chinook,NA,NA,0,native,guardian rock,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,spring,NA,NA
