"stream","date","time","count","run","adipose_clipped","sex","passage_direction","viewing_condition","spawning_condition","jack_size","method"
"clear creek","2015-12-16","14:38:00",1,"late fall",FALSE,"female","up",NA,"some spawn coloration","no","video"
"clear creek","2015-12-16","14:38:00",1,"late fall",TRUE,"male","up",NA,"some spawn coloration","no","video"
"clear creek","2015-12-16","19:49:00",1,"late fall",FALSE,"male","up",NA,"full spawn coloration","no","video"
"clear creek","2015-12-16","20:45:00",1,"late fall",FALSE,"male","up",NA,"some spawn coloration","no","video"
"clear creek","2015-12-16","20:51:00",1,"late fall",TRUE,"male","up",NA,"some spawn coloration","no","video"
"clear creek","2015-12-17","03:58:00",1,"late fall",FALSE,"male","up",NA,"some spawn coloration","yes","video"
"clear creek","2015-12-17","06:17:00",1,"late fall",FALSE,"male","up",NA,"some spawn coloration","no","video"
"clear creek","2015-12-17","06:17:00",1,"late fall",FALSE,"male","up",NA,"some spawn coloration","no","video"
"clear creek","2015-12-17","11:21:00",1,"late fall",TRUE,"male","up",NA,"some spawn coloration","no","video"
"clear creek","2015-12-17","11:22:00",1,"late fall",NA,"female","up",NA,"some spawn coloration","yes","video"
"clear creek","2015-12-17","12:06:00",1,"late fall",FALSE,"male","up",NA,"some spawn coloration","yes","video"
"clear creek","2015-12-17","12:43:00",1,"late fall",FALSE,"male","up",NA,"some spawn coloration","yes","video"
"clear creek","2015-12-17","14:12:00",1,"late fall",FALSE,"male","up",NA,"some spawn coloration","no","video"
"clear creek","2015-12-17","17:17:00",1,"late fall",FALSE,"female","up",NA,"full spawn coloration","yes","video"
"clear creek","2015-12-17","17:19:00",1,"late fall",NA,"unknown","up",NA,"some spawn coloration","yes","video"
"clear creek","2015-12-17","17:25:00",1,"late fall",FALSE,"female","up",NA,"some spawn coloration","no","video"
"clear creek","2015-12-17","19:00:00",1,"late fall",FALSE,"unknown","up",NA,"some spawn coloration","yes","video"
"clear creek","2015-12-17","20:28:00",1,"late fall",TRUE,"male","up",NA,"some spawn coloration","no","video"
"clear creek","2015-12-17","23:31:00",1,"late fall",FALSE,"male","up",NA,"some spawn coloration","no","video"
"clear creek","2015-12-17","00:44:00",1,"late fall",FALSE,"male","down",NA,"post spawn","no","video"
"clear creek","2015-12-17","11:26:00",1,"late fall",FALSE,"female","down",NA,"some spawn coloration","yes","video"
"clear creek","2015-12-17","11:26:00",1,"late fall",TRUE,"male","down",NA,"some spawn coloration","no","video"
"clear creek","2015-12-17","22:18:00",1,"late fall",FALSE,"unknown","down",NA,"some spawn coloration","no","video"
"clear creek","2015-12-18","00:30:00",1,"late fall",FALSE,"unknown","up",NA,"some spawn coloration","no","video"
"clear creek","2015-12-18","00:52:00",1,"late fall",FALSE,"unknown","up",NA,"some spawn coloration","no","video"
"clear creek","2015-12-18","00:55:00",1,"late fall",FALSE,"male","up",NA,"some spawn coloration","yes","video"
"clear creek","2015-12-18","02:00:00",1,"late fall",FALSE,"unknown","up",NA,"some spawn coloration","no","video"
"clear creek","2015-12-18","02:29:00",1,"late fall",NA,"unknown","up",NA,"some spawn coloration","no","video"
"clear creek","2015-12-18","07:03:00",1,"late fall",TRUE,"unknown","up",NA,"some spawn coloration","yes","video"
"clear creek","2015-12-18","17:30:00",1,"late fall",NA,"male","up","normal","some spawn coloration","no","video"
"clear creek","2015-12-18","18:13:00",1,"late fall",NA,"unknown","up","normal","unknown","no","video"
"clear creek","2015-12-18","18:13:00",1,"late fall",NA,"unknown","up","normal","unknown","no","video"
"clear creek","2015-12-18","18:16:00",1,"late fall",NA,"unknown","up","normal","unknown","no","video"
"clear creek","2015-12-18","18:23:00",1,"late fall",NA,"unknown","up","normal","some spawn coloration","no","video"
"clear creek","2015-12-18","18:51:00",1,"late fall",NA,"unknown","up","normal","unknown","no","video"
"clear creek","2015-12-18","20:06:00",1,"late fall",NA,"unknown","up","normal","unknown","no","video"
"clear creek","2015-12-18","20:12:00",1,"late fall",NA,"unknown","up","normal","unknown","no","video"
"clear creek","2015-12-18","20:21:00",1,"late fall",NA,"unknown","up","normal","some spawn coloration","no","video"
"clear creek","2015-12-18","20:42:00",1,"late fall",NA,"unknown","up","normal","unknown","no","video"
"clear creek","2015-12-18","21:53:00",1,"late fall",NA,"unknown","up","normal","unknown","no","video"
"clear creek","2015-12-18","08:37:00",1,"late fall",NA,"male","down",NA,"some spawn coloration","no","video"
"clear creek","2015-12-18","11:24:00",1,"late fall",FALSE,"male","down",NA,"post spawn","no","video"
"clear creek","2015-12-18","11:18:00",1,"late fall",TRUE,"male","down",NA,"full spawn coloration","no","video"
"clear creek","2015-12-18","13:44:00",1,"late fall",FALSE,"unknown","down",NA,"full spawn coloration","yes","video"
"clear creek","2015-12-18","19:07:00",1,"late fall",NA,"unknown","down","normal","unknown","yes","video"
"clear creek","2015-12-18","19:25:00",1,"late fall",NA,"unknown","down","normal","some spawn coloration","yes","video"
"clear creek","2015-12-18","23:19:00",1,"late fall",FALSE,"female","down","normal","full spawn coloration","no","video"
"clear creek","2015-12-19","03:13:00",1,"late fall",NA,"unknown","up","normal","unknown","no","video"
"clear creek","2015-12-19","03:45:00",1,"late fall",NA,"unknown","up","normal","unknown","no","video"
"clear creek","2015-12-19","03:55:00",1,"late fall",NA,"female","up","normal","some spawn coloration","no","video"
"clear creek","2015-12-19","03:55:00",1,"late fall",NA,"female","up","normal","some spawn coloration","no","video"
"clear creek","2015-12-19","03:59:00",1,"late fall",FALSE,"unknown","up","normal","some spawn coloration","yes","video"
"clear creek","2015-12-19","04:53:00",1,"late fall",NA,"unknown","up","normal","unknown","yes","video"
"clear creek","2015-12-19","04:46:00",1,"late fall",NA,"male","up","normal","post spawn","yes","video"
"clear creek","2015-12-19","04:34:00",1,"late fall",NA,"unknown","up","normal","some spawn coloration","no","video"
"clear creek","2015-12-19","12:06:00",1,"late fall",TRUE,"female","up",NA,"some spawn coloration","no","video"
"clear creek","2015-12-19","12:06:00",1,"late fall",FALSE,"female","up",NA,"some spawn coloration","no","video"
"clear creek","2015-12-19","12:52:00",1,"late fall",FALSE,"unknown","up",NA,"some spawn coloration","yes","video"
"clear creek","2015-12-19","12:52:00",1,"late fall",FALSE,"male","up",NA,"some spawn coloration","yes","video"
"clear creek","2015-12-19","15:47:00",1,"late fall",FALSE,"male","up",NA,"full spawn coloration","no","video"
"clear creek","2015-12-19","17:05:00",1,"late fall",FALSE,"female","up",NA,"some spawn coloration","no","video"
"clear creek","2015-12-19","18:30:00",1,"late fall",NA,"unknown","up",NA,"some spawn coloration","yes","video"
"clear creek","2015-12-19","19:59:00",1,"late fall",NA,"unknown","up",NA,"some spawn coloration","yes","video"
"clear creek","2015-12-19","22:24:00",1,"late fall",FALSE,"male","up",NA,"unknown","no","video"
"clear creek","2015-12-19","10:07:00",1,"late fall",NA,"male","down",NA,"full spawn coloration","yes","video"
"clear creek","2015-12-19","16:49:00",1,"late fall",FALSE,"male","down",NA,"full spawn coloration","no","video"
"clear creek","2015-12-19","17:31:00",1,"late fall",FALSE,"unknown","down",NA,"unknown","yes","video"
"clear creek","2015-12-19","18:47:00",1,"late fall",FALSE,"male","down",NA,"some spawn coloration","no","video"
"clear creek","2015-12-19","19:54:00",1,"late fall",TRUE,"unknown","down",NA,"some spawn coloration","no","video"
"clear creek","2015-12-20","03:36:00",1,"late fall",FALSE,"unknown","up",NA,"unknown","yes","video"
"clear creek","2015-12-20","10:15:00",1,"late fall",TRUE,"female","up",NA,"full spawn coloration","no","video"
"clear creek","2015-12-20","10:50:00",1,"late fall",FALSE,"female","up",NA,"some spawn coloration","no","video"
"clear creek","2015-12-20","12:36:00",1,"late fall",FALSE,"male","up","normal","full spawn coloration","no","video"
"clear creek","2015-12-20","18:43:00",1,"late fall",FALSE,"unknown","up","normal","some spawn coloration","no","video"
"clear creek","2015-12-20","22:49:00",1,"late fall",NA,"male","up","normal","some spawn coloration","no","video"
"clear creek","2015-12-20","03:42:00",1,"late fall",FALSE,"unknown","down",NA,"some spawn coloration","yes","video"
"clear creek","2015-12-20","08:04:00",1,"late fall",NA,"male","down",NA,"full spawn coloration","no","video"
"clear creek","2015-12-20","09:24:00",1,"late fall",FALSE,"female","down",NA,"full spawn coloration","yes","video"
"clear creek","2015-12-20","11:43:00",1,"late fall",FALSE,"male","down",NA,"some spawn coloration","no","video"
"clear creek","2015-12-21","00:46:00",1,"late fall",NA,"unknown","up","normal","some spawn coloration","no","video"
"clear creek","2015-12-21","03:10:00",1,"late fall",FALSE,"unknown","up","normal","some spawn coloration","no","video"
"clear creek","2015-12-21","03:30:00",1,"late fall",TRUE,"unknown","up","normal","some spawn coloration","yes","video"
"clear creek","2015-12-21","04:35:00",1,"late fall",FALSE,"unknown","up","normal","some spawn coloration","yes","video"
"clear creek","2015-12-21","05:08:00",1,"late fall",TRUE,"unknown","up","normal","some spawn coloration","no","video"
"clear creek","2015-12-21","05:32:00",1,"late fall",TRUE,"unknown","up","normal","some spawn coloration","yes","video"
"clear creek","2015-12-21","06:24:00",1,"late fall",NA,"unknown","up","normal","some spawn coloration","no","video"
"clear creek","2015-12-21","09:48:00",1,"late fall",NA,"unknown","up","normal","some spawn coloration","no","video"
"clear creek","2015-12-21","21:28:00",1,"late fall",NA,"unknown","up","readable","some spawn coloration","no","video"
"clear creek","2015-12-21","22:20:00",1,"late fall",FALSE,"unknown","up","normal","some spawn coloration","yes","video"
"clear creek","2015-12-21","22:54:00",1,"late fall",NA,"unknown","up","normal","some spawn coloration","no","video"
"clear creek","2015-12-21","23:03:00",1,"late fall",NA,"unknown","up","normal","some spawn coloration","no","video"
"clear creek","2015-12-21","23:08:00",1,"late fall",NA,"unknown","up","normal","some spawn coloration","no","video"
"clear creek","2015-12-21","23:17:00",1,"late fall",NA,"unknown","up","normal","some spawn coloration","yes","video"
"clear creek","2015-12-21","02:33:00",1,"late fall",NA,"unknown","down","normal","some spawn coloration","no","video"
"clear creek","2015-12-21","04:23:00",1,"late fall",NA,"unknown","down","normal","some spawn coloration","yes","video"
"clear creek","2015-12-21","07:16:00",1,"late fall",NA,"unknown","down","normal","some spawn coloration","yes","video"
"clear creek","2015-12-22","00:26:00",1,"late fall",NA,"unknown","up","normal","some spawn coloration","no","video"
"clear creek","2015-12-22","00:57:00",1,"late fall",NA,"unknown","up","normal","some spawn coloration","no","video"
"clear creek","2015-12-22","00:59:00",1,"late fall",NA,"unknown","up","normal","some spawn coloration","no","video"
"clear creek","2015-12-22","03:20:00",1,"late fall",NA,"unknown","up","normal","some spawn coloration","no","video"
"clear creek","2015-12-22","05:36:00",1,"late fall",NA,"unknown","up","normal","some spawn coloration","no","video"
"clear creek","2015-12-22","05:41:00",1,"late fall",NA,"unknown","up","normal","some spawn coloration","no","video"
"clear creek","2015-12-22","06:23:00",1,"late fall",NA,"unknown","up","normal","unknown","no","video"
"clear creek","2015-12-22","06:58:00",1,"late fall",NA,"unknown","up","normal","some spawn coloration","no","video"
"clear creek","2015-12-22","07:05:00",1,"late fall",NA,"unknown","up","normal","unknown","no","video"
"clear creek","2015-12-22","07:13:00",1,"late fall",NA,"unknown","up","normal","unknown","yes","video"
"clear creek","2015-12-22","07:53:00",1,"late fall",FALSE,"unknown","up","normal","full spawn coloration","no","video"
"clear creek","2015-12-22","11:01:00",1,"late fall",FALSE,"male","up","normal","some spawn coloration","no","video"
"clear creek","2015-12-22","11:01:00",1,"late fall",FALSE,"female","up","normal","some spawn coloration","no","video"
"clear creek","2015-12-22","11:34:00",1,"late fall",FALSE,"male","up","normal","some spawn coloration","no","video"
"clear creek","2015-12-22","13:11:00",1,"late fall",FALSE,"female","up","normal","some spawn coloration","no","video"
"clear creek","2015-12-22","16:24:00",1,"late fall",NA,"unknown","up","normal","some spawn coloration","no","video"
"clear creek","2015-12-22","16:29:00",1,"late fall",TRUE,"female","up","normal","some spawn coloration","no","video"
"clear creek","2015-12-22","16:29:00",1,"late fall",TRUE,"male","up","normal","some spawn coloration","no","video"
"clear creek","2015-12-22","17:38:00",1,"late fall",TRUE,"unknown","up","normal","some spawn coloration","no","video"
"clear creek","2015-12-22","18:05:00",1,"late fall",NA,"unknown","up","normal","unknown","no","video"
"clear creek","2015-12-22","18:57:00",1,"late fall",NA,"unknown","up","normal","unknown","no","video"
"clear creek","2015-12-22","20:24:00",1,"late fall",NA,"unknown","up","normal","some spawn coloration","no","video"
"clear creek","2015-12-22","21:22:00",1,"late fall",FALSE,"male","up","normal","some spawn coloration","no","video"
"clear creek","2015-12-22","00:30:00",1,"late fall",NA,"unknown","down","normal","some spawn coloration","no","video"
"clear creek","2015-12-22","01:48:00",1,"late fall",NA,"unknown","down","normal","unknown","yes","video"
"clear creek","2015-12-22","03:43:00",1,"late fall",NA,"unknown","down","normal","unknown","yes","video"
"clear creek","2015-12-22","03:55:00",1,"late fall",NA,"unknown","down","normal","unknown","no","video"
"clear creek","2015-12-22","04:03:00",1,"late fall",NA,"unknown","down","normal","unknown","no","video"
"clear creek","2015-12-22","20:58:00",1,"late fall",NA,"unknown","down","normal","some spawn coloration","no","video"
"clear creek","2015-12-23","01:34:00",1,"late fall",NA,"male","up","normal","some spawn coloration","yes","video"
"clear creek","2015-12-23","04:17:00",1,"late fall",FALSE,"male","up",NA,"some spawn coloration","yes","video"
"clear creek","2015-12-23","06:18:00",1,"late fall",TRUE,"male","up",NA,"full spawn coloration","no","video"
"clear creek","2015-12-23","21:24:00",1,"late fall",TRUE,"female","up",NA,"some spawn coloration","no","video"
"clear creek","2015-12-23","23:24:00",1,"late fall",FALSE,"unknown","up",NA,"some spawn coloration","no","video"
"clear creek","2015-12-23","00:52:00",1,"late fall",NA,"unknown","down","normal","unknown","yes","video"
"clear creek","2015-12-23","01:51:00",1,"late fall",FALSE,"unknown","down","normal","some spawn coloration","yes","video"
"clear creek","2015-12-23","18:46:00",1,"late fall",TRUE,"male","down",NA,"full spawn coloration","no","video"
"clear creek","2015-12-23","19:58:00",1,"late fall",FALSE,"unknown","down",NA,"some spawn coloration","no","video"
"clear creek","2015-12-23","20:49:00",1,"late fall",FALSE,"unknown","down",NA,"some spawn coloration","no","video"
"clear creek","2015-12-24","16:44:00",1,"late fall",TRUE,"female","up",NA,"some spawn coloration","yes","video"
"clear creek","2015-12-24","16:49:00",1,"late fall",TRUE,"unknown","up",NA,"some spawn coloration","no","video"
"clear creek","2015-12-24","18:13:00",1,"late fall",TRUE,"male","up",NA,"some spawn coloration","no","video"
"clear creek","2015-12-24","18:43:00",1,"late fall",FALSE,"unknown","up",NA,"some spawn coloration","no","video"
"clear creek","2015-12-24","00:19:00",1,"late fall",TRUE,"female","down",NA,"some spawn coloration","yes","video"
"clear creek","2015-12-24","02:59:00",1,"late fall",NA,"male","down",NA,"some spawn coloration","yes","video"
"clear creek","2015-12-24","03:22:00",1,"late fall",NA,"unknown","down",NA,"some spawn coloration","yes","video"
"clear creek","2015-12-24","04:04:00",1,"late fall",TRUE,"male","down",NA,"full spawn coloration","no","video"
"clear creek","2015-12-25","00:14:00",1,"late fall",FALSE,"female","up",NA,"some spawn coloration","no","video"
"clear creek","2015-12-25","14:22:00",1,"late fall",TRUE,"female","up",NA,"some spawn coloration","no","video"
"clear creek","2015-12-25","21:08:00",1,"late fall",FALSE,"female","up",NA,"some spawn coloration","no","video"
"clear creek","2015-12-25","21:47:00",1,"late fall",FALSE,"female","up",NA,"some spawn coloration","no","video"
"clear creek","2015-12-25","22:54:00",1,"late fall",TRUE,"female","up",NA,"some spawn coloration","no","video"
"clear creek","2015-12-25","05:31:00",1,"late fall",FALSE,"female","down",NA,"some spawn coloration","no","video"
"clear creek","2015-12-25","16:21:00",1,"late fall",TRUE,"female","down",NA,"post spawn","yes","video"
"clear creek","2015-12-25","17:26:00",1,"late fall",FALSE,"male","down",NA,"post spawn","no","video"
"clear creek","2015-12-25","19:11:00",1,"late fall",NA,"male","down",NA,"post spawn","no","video"
"clear creek","2015-12-26","01:30:00",1,"late fall",FALSE,"female","up",NA,"some spawn coloration","no","video"
"clear creek","2015-12-26","14:09:00",1,"late fall",TRUE,"female","up",NA,"some spawn coloration","no","video"
"clear creek","2015-12-26","20:54:00",1,"late fall",FALSE,"unknown","up",NA,"unknown","no","video"
"clear creek","2015-12-26","22:19:00",1,"late fall",FALSE,"unknown","up",NA,"unknown","no","video"
"clear creek","2015-12-26","14:22:00",1,"late fall",FALSE,"unknown","down",NA,"some spawn coloration","no","video"
"clear creek","2015-12-26","19:35:00",1,"late fall",NA,"female","down",NA,"full spawn coloration","no","video"
"clear creek","2015-12-27","00:33:00",1,"late fall",FALSE,"male","up",NA,"full spawn coloration","no","video"
"clear creek","2015-12-27","09:55:00",1,"late fall",FALSE,"male","up",NA,"some spawn coloration","no","video"
"clear creek","2015-12-27","16:33:00",1,"late fall",FALSE,"male","down",NA,"some spawn coloration","no","video"
"clear creek","2015-12-27","18:18:00",1,"late fall",FALSE,"male","down",NA,"full spawn coloration","no","video"
"clear creek","2015-12-27","22:57:00",1,"late fall",TRUE,"female","down",NA,"some spawn coloration","yes","video"
"clear creek","2015-12-28","01:09:00",1,"late fall",FALSE,"unknown","up",NA,"unknown","yes","video"
"clear creek","2015-12-28","13:26:00",1,"late fall",FALSE,"male","up",NA,"full spawn coloration","no","video"
"clear creek","2015-12-28","20:13:00",1,"late fall",FALSE,"female","up",NA,"some spawn coloration","yes","video"
"clear creek","2015-12-28","20:37:00",1,"late fall",FALSE,"male","up",NA,"some spawn coloration","no","video"
"clear creek","2015-12-28","21:13:00",1,"late fall",FALSE,"female","up",NA,"full spawn coloration","no","video"
"clear creek","2015-12-28","21:13:00",1,"late fall",FALSE,"female","up",NA,"some spawn coloration","no","video"
"clear creek","2015-12-28","23:10:00",1,"late fall",FALSE,"female","up",NA,"some spawn coloration","no","video"
"clear creek","2015-12-28","00:24:00",1,"late fall",FALSE,"male","down",NA,"full spawn coloration","no","video"
"clear creek","2015-12-28","00:11:00",1,"late fall",FALSE,"unknown","down",NA,"some spawn coloration","no","video"
"clear creek","2015-12-28","03:19:00",1,"late fall",TRUE,"male","down",NA,"full spawn coloration","no","video"
"clear creek","2015-12-28","07:06:00",1,"late fall",FALSE,"male","up",NA,"full spawn coloration","no","video"
"clear creek","2015-12-28","07:06:00",1,"late fall",FALSE,"male","down",NA,"full spawn coloration","no","video"
"clear creek","2015-12-28","21:06:00",1,"late fall",FALSE,"unknown","down",NA,"some spawn coloration","yes","video"
"clear creek","2015-12-29","00:45:00",1,"late fall",FALSE,"unknown","up",NA,"full spawn coloration","no","video"
"clear creek","2015-12-29","07:32:00",1,"late fall",FALSE,"male","up",NA,"some spawn coloration","no","video"
"clear creek","2015-12-29","20:44:00",1,"late fall",FALSE,"male","up",NA,"some spawn coloration","no","video"
"clear creek","2015-12-29","23:04:00",1,"late fall",FALSE,"unknown","up",NA,"some spawn coloration","no","video"
"clear creek","2015-12-29","01:01:00",1,"late fall",FALSE,"male","down",NA,"some spawn coloration","yes","video"
"clear creek","2015-12-29","01:35:00",1,"late fall",NA,"male","down",NA,"full spawn coloration","no","video"
"clear creek","2015-12-29","02:11:00",1,"late fall",NA,"unknown","down",NA,"some spawn coloration","no","video"
"clear creek","2015-12-29","04:31:00",1,"late fall",FALSE,"male","down",NA,"some spawn coloration","no","video"
"clear creek","2015-12-29","06:33:00",1,"late fall",FALSE,"male","down",NA,"some spawn coloration","no","video"
"clear creek","2015-12-29","06:33:00",1,"late fall",FALSE,"male","down",NA,"some spawn coloration","no","video"
"clear creek","2015-12-29","12:16:00",1,"late fall",FALSE,"male","down",NA,"full spawn coloration","yes","video"
"clear creek","2015-12-29","19:26:00",1,"late fall",FALSE,"male","down",NA,"full spawn coloration","no","video"
"clear creek","2015-12-30","02:34:00",1,"late fall",FALSE,"male","up",NA,"some spawn coloration","no","video"
"clear creek","2015-12-30","15:23:00",1,"late fall",TRUE,"male","up",NA,"full spawn coloration","no","video"
"clear creek","2015-12-30","17:42:00",1,"late fall",FALSE,"female","up",NA,"some spawn coloration","no","video"
"clear creek","2015-12-30","17:42:00",1,"late fall",FALSE,"female","up",NA,"some spawn coloration","no","video"
"clear creek","2015-12-30","18:19:00",1,"late fall",FALSE,"male","up",NA,"full spawn coloration","yes","video"
"clear creek","2015-12-30","18:51:00",1,"late fall",TRUE,"male","up",NA,"some spawn coloration","yes","video"
"clear creek","2015-12-30","22:38:00",1,"late fall",TRUE,"female","up",NA,"some spawn coloration","no","video"
"clear creek","2015-12-30","22:57:00",1,"late fall",FALSE,"female","up",NA,"some spawn coloration","no","video"
"clear creek","2015-12-30","23:15:00",1,"late fall",FALSE,"female","up",NA,"some spawn coloration","yes","video"
"clear creek","2015-12-30","23:47:00",1,"late fall",TRUE,"male","up",NA,"unknown","no","video"
"clear creek","2015-12-30","03:02:00",1,"late fall",NA,"male","down",NA,"some spawn coloration","no","video"
"clear creek","2015-12-30","08:11:00",1,"late fall",FALSE,"male","down",NA,"full spawn coloration","no","video"
"clear creek","2015-12-30","12:08:00",1,"late fall",FALSE,"male","down",NA,"full spawn coloration","no","video"
"clear creek","2015-12-30","13:09:00",1,"late fall",FALSE,"male","down",NA,"full spawn coloration","no","video"
"clear creek","2015-12-30","15:11:00",1,"late fall",FALSE,"male","down",NA,"full spawn coloration","no","video"
"clear creek","2015-12-30","15:30:00",1,"late fall",TRUE,"male","down",NA,"some spawn coloration","no","video"
"clear creek","2015-12-30","21:23:00",1,"late fall",NA,"male","down",NA,"some spawn coloration","yes","video"
"clear creek","2015-12-31","06:26:00",1,"late fall",TRUE,"male","up",NA,"some spawn coloration","no","video"
"clear creek","2015-12-31","18:35:00",1,"late fall",TRUE,"male","up",NA,"some spawn coloration","no","video"
"clear creek","2015-12-31","19:04:00",1,"late fall",TRUE,"female","up",NA,"some spawn coloration","no","video"
"clear creek","2015-12-31","23:15:00",1,"late fall",TRUE,"female","up",NA,"full spawn coloration","yes","video"
"clear creek","2015-12-31","23:05:00",1,"late fall",FALSE,"female","up",NA,"some spawn coloration","no","video"
"clear creek","2015-12-31","02:52:00",1,"late fall",TRUE,"male","down",NA,"some spawn coloration","no","video"
"clear creek","2015-12-31","21:05:00",1,"late fall",FALSE,"unknown","down",NA,"some spawn coloration","no","video"
"clear creek","2016-01-01","03:49:00",1,"late fall",TRUE,"male","up",NA,"some spawn coloration","no","video"
"clear creek","2016-01-01","18:35:00",1,"late fall",FALSE,"male","up",NA,"full spawn coloration","no","video"
"clear creek","2016-01-01","18:35:00",1,"late fall",FALSE,"female","up",NA,"some spawn coloration","no","video"
"clear creek","2016-01-01","21:45:00",1,"late fall",FALSE,"male","up",NA,"full spawn coloration","no","video"
"clear creek","2016-01-01","22:25:00",1,"late fall",TRUE,"female","up",NA,"some spawn coloration","no","video"
"clear creek","2016-01-01","06:24:00",1,"late fall",FALSE,"female","down",NA,"full spawn coloration","yes","video"
"clear creek","2016-01-01","21:01:00",1,"late fall",FALSE,"male","down",NA,"post spawn","yes","video"
"clear creek","2016-01-01","21:06:00",1,"late fall",FALSE,"male","down",NA,"full spawn coloration","no","video"
"clear creek","2016-01-01","23:38:00",1,"late fall",NA,"unknown","down",NA,"some spawn coloration","yes","video"
"clear creek","2016-01-01","23:47:00",1,"late fall",FALSE,"male","down",NA,"some spawn coloration","no","video"
"clear creek","2016-01-02","03:27:00",2,"late fall",FALSE,"male","up",NA,"full spawn coloration","no","video"
"clear creek","2016-01-02","06:46:00",1,"late fall",FALSE,"unknown","up",NA,"some spawn coloration","no","video"
"clear creek","2016-01-02","07:39:00",1,"late fall",TRUE,"female","up",NA,"some spawn coloration","no","video"
"clear creek","2016-01-02","21:37:00",1,"late fall",NA,"female","up",NA,"some spawn coloration","no","video"
"clear creek","2016-01-02","01:38:00",1,"late fall",FALSE,"unknown","down",NA,"full spawn coloration","yes","video"
"clear creek","2016-01-02","07:22:00",1,"late fall",FALSE,"male","down",NA,"full spawn coloration","no","video"
"clear creek","2016-01-02","16:55:00",1,"late fall",FALSE,"unknown","down",NA,"full spawn coloration","no","video"
"clear creek","2016-01-03","00:41:00",1,"late fall",NA,"unknown","up",NA,"some spawn coloration","no","video"
"clear creek","2016-01-03","01:05:00",1,"late fall",NA,"unknown","up",NA,"some spawn coloration","yes","video"
"clear creek","2016-01-03","11:39:00",1,"late fall",FALSE,"female","up",NA,"some spawn coloration","no","video"
"clear creek","2016-01-03","20:52:00",1,"late fall",FALSE,"unknown","up",NA,"some spawn coloration","yes","video"
"clear creek","2016-01-03","21:10:00",1,"late fall",FALSE,"unknown","up",NA,"some spawn coloration","no","video"
"clear creek","2016-01-03","22:13:00",1,"late fall",TRUE,"unknown","up",NA,"some spawn coloration","no","video"
"clear creek","2016-01-03","22:46:00",1,"late fall",FALSE,"unknown","up",NA,"some spawn coloration","yes","video"
"clear creek","2016-01-04","00:27:00",1,"late fall",TRUE,"unknown","up",NA,"some spawn coloration","yes","video"
"clear creek","2016-01-04","05:10:00",1,"late fall",FALSE,"unknown","up",NA,"some spawn coloration","no","video"
"clear creek","2016-01-04","12:20:00",1,"late fall",FALSE,"female","up",NA,"some spawn coloration","no","video"
"clear creek","2016-01-04","12:22:00",1,"late fall",FALSE,"female","up",NA,"some spawn coloration","no","video"
"clear creek","2016-01-04","23:10:00",1,"late fall",NA,"unknown","up","normal","unknown","no","video"
"clear creek","2016-01-04","11:34:00",1,"late fall",FALSE,"male","down",NA,"post spawn","yes","video"
"clear creek","2016-01-04","23:24:00",1,"late fall",FALSE,"unknown","down","normal","full spawn coloration","yes","video"
"clear creek","2016-01-05","01:59:00",1,"late fall",NA,"unknown","up","normal","unknown","yes","video"
"clear creek","2016-01-05","02:15:00",1,"late fall",NA,"unknown","up","normal","some spawn coloration","no","video"
"clear creek","2016-01-05","03:02:00",1,"late fall",NA,"unknown","up","normal","unknown","no","video"
"clear creek","2016-01-05","16:40:00",1,"late fall",NA,"unknown","up","normal","unknown","yes","video"
"clear creek","2016-01-05","17:40:00",1,"late fall",FALSE,"unknown","up","normal","some spawn coloration","yes","video"
"clear creek","2016-01-05","18:22:00",1,"late fall",NA,"unknown","up","normal","unknown","no","video"
"clear creek","2016-01-05","18:00:00",1,"late fall",FALSE,"male","up","normal","full spawn coloration","no","video"
"clear creek","2016-01-05","17:25:00",1,"late fall",NA,"unknown","down","normal","unknown","yes","video"
"clear creek","2016-01-06","01:06:00",1,"late fall",NA,"unknown","up","readable","unknown","no","video"
"clear creek","2016-01-06","01:25:00",1,"late fall",NA,"male","up","readable","post spawn","no","video"
"clear creek","2016-01-06","01:29:00",1,"late fall",FALSE,"female","up","readable","full spawn coloration","no","video"
"clear creek","2016-01-06","07:25:00",1,"late fall",NA,"unknown","up","readable","unknown","no","video"
"clear creek","2016-01-06","12:06:00",1,"late fall",NA,"unknown","up","readable","post spawn","no","video"
"clear creek","2016-01-06","02:57:00",1,"late fall",FALSE,"unknown","down","readable","post spawn","no","video"
"clear creek","2016-01-06","03:14:00",1,"late fall",NA,"unknown","down","readable","some spawn coloration","yes","video"
"clear creek","2016-01-06","03:33:00",1,"late fall",NA,"unknown","down","readable","unknown","yes","video"
"clear creek","2016-01-06","07:03:00",1,"late fall",NA,"unknown","down","readable","unknown","no","video"
"clear creek","2016-01-06","13:29:00",1,"late fall",FALSE,"male","down","readable","post spawn","no","video"
"clear creek","2016-01-07","06:56:00",1,"late fall",NA,"unknown","up","normal","unknown","no","video"
"clear creek","2016-01-07","12:56:00",1,"late fall",NA,"unknown","up","normal","full spawn coloration","no","video"
"clear creek","2016-01-07","20:51:00",1,"late fall",NA,"unknown","up","normal","unknown","no","video"
"clear creek","2016-01-07","20:33:00",1,"late fall",NA,"unknown","up","normal","some spawn coloration","no","video"
"clear creek","2016-01-07","05:49:00",1,"late fall",NA,"unknown","down","readable","unknown","no","video"
