"stream","date","time","count","run","adipose_clipped","sex","passage_direction","viewing_condition","spawning_condition","jack_size","method"
"clear creek","2013-04-07","03:09:00",1,"late fall",FALSE,"male","up",NA,"full spawn coloration","no","video"
"clear creek","2013-04-09","18:00:00",1,"late fall",FALSE,"unknown","up","normal","full spawn coloration","no","video"
"clear creek","2013-04-11","04:12:00",1,"late fall",NA,"female","up","normal","full spawn coloration","no","video"
"clear creek","2013-04-11","04:25:00",1,"late fall",FALSE,"male","up","normal","full spawn coloration","no","video"
"clear creek","2013-04-11","15:30:00",1,"late fall",FALSE,"female","up",NA,"full spawn coloration","yes","video"
"clear creek","2013-04-11","20:18:00",1,"spring",FALSE,"unknown","up","normal","no spawn coloration","yes","video"
"clear creek","2013-04-11","23:19:00",1,"spring",NA,"unknown","up","normal","no spawn coloration","yes","video"
"clear creek","2013-04-13","01:24:00",1,"spring",NA,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-04-13","05:46:00",1,"spring",FALSE,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-04-15","05:01:00",1,"late fall",NA,"male","up",NA,"full spawn coloration","no","video"
"clear creek","2013-04-16","22:34:00",1,"late fall",FALSE,"female","up",NA,"full spawn coloration","no","video"
"clear creek","2013-04-17","00:44:00",1,"spring",NA,"unknown","up",NA,"no spawn coloration","yes","video"
"clear creek","2013-04-17","01:11:00",1,"late fall",FALSE,"female","up",NA,"full spawn coloration","yes","video"
"clear creek","2013-04-17","00:15:00",1,"late fall",FALSE,"female","down",NA,"full spawn coloration","no","video"
"clear creek","2013-04-18","16:14:00",1,"late fall",FALSE,"female","down",NA,"full spawn coloration","no","video"
"clear creek","2013-04-19","04:42:00",1,"late fall",FALSE,"female","up",NA,"full spawn coloration","yes","video"
"clear creek","2013-04-20","00:28:00",1,"late fall",FALSE,"female","up",NA,"full spawn coloration","no","video"
"clear creek","2013-04-20","00:42:00",1,"late fall",FALSE,"female","up",NA,"full spawn coloration","yes","video"
"clear creek","2013-04-20","00:42:00",1,"late fall",NA,"female","up",NA,"full spawn coloration","yes","video"
"clear creek","2013-04-20","00:43:00",1,"late fall",NA,"female","up",NA,"full spawn coloration","yes","video"
"clear creek","2013-04-20","00:51:00",1,"late fall",FALSE,"male","up",NA,"full spawn coloration","no","video"
"clear creek","2013-04-20","05:38:00",1,"late fall",NA,"unknown","up",NA,"full spawn coloration","no","video"
"clear creek","2013-04-20","22:08:00",1,"late fall",NA,"unknown","up",NA,"full spawn coloration","no","video"
"clear creek","2013-04-21","02:38:00",1,"spring",NA,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-04-21","05:00:00",1,"spring",FALSE,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-04-21","05:19:00",1,"spring",FALSE,"unknown","up",NA,"no spawn coloration","yes","video"
"clear creek","2013-04-21","06:01:00",1,"spring",FALSE,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-04-21","05:52:00",1,"late fall",FALSE,"male","down",NA,"full spawn coloration","yes","video"
"clear creek","2013-04-21","05:52:00",1,"unknown",NA,"unknown","down",NA,"unknown","no","video"
"clear creek","2013-04-21","23:23:00",1,"late fall",NA,"male","down",NA,"full spawn coloration","no","video"
"clear creek","2013-04-22","02:47:00",1,"spring",TRUE,"unknown","up",NA,"no spawn coloration","yes","video"
"clear creek","2013-04-22","03:19:00",1,"spring",TRUE,"unknown","up",NA,"no spawn coloration","yes","video"
"clear creek","2013-04-22","22:06:00",1,"spring",NA,"unknown","up",NA,"no spawn coloration","yes","video"
"clear creek","2013-04-22","22:21:00",1,"spring",FALSE,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-04-22","01:25:00",1,"spring",TRUE,"unknown","down",NA,"no spawn coloration","yes","video"
"clear creek","2013-04-23","02:42:00",1,"spring",FALSE,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-04-23","20:31:00",1,"spring",FALSE,"male","up",NA,"no spawn coloration","no","video"
"clear creek","2013-04-23","20:37:00",1,"spring",FALSE,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-04-23","20:41:00",1,"spring",FALSE,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-04-23","20:44:00",1,"spring",NA,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-04-23","20:55:00",1,"spring",FALSE,"unknown","up",NA,"no spawn coloration","yes","video"
"clear creek","2013-04-23","21:57:00",1,"spring",NA,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-04-23","23:18:00",1,"spring",FALSE,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-04-23","23:18:00",1,"spring",FALSE,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-04-24","00:12:00",1,"spring",FALSE,"unknown","up",NA,"no spawn coloration","yes","video"
"clear creek","2013-04-24","00:48:00",1,"spring",NA,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-04-24","00:52:00",1,"spring",NA,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-04-24","04:17:00",1,"spring",NA,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-04-24","00:48:00",1,"spring",NA,"unknown","down",NA,"no spawn coloration","no","video"
"clear creek","2013-04-24","21:39:00",1,"spring",FALSE,"unknown","down",NA,"no spawn coloration","no","video"
"clear creek","2013-04-24","21:39:00",1,"spring",FALSE,"unknown","down",NA,"no spawn coloration","yes","video"
"clear creek","2013-04-25","01:26:00",1,"spring",NA,"unknown","up",NA,"no spawn coloration","yes","video"
"clear creek","2013-04-25","02:01:00",1,"spring",NA,"unknown","up",NA,"no spawn coloration","yes","video"
"clear creek","2013-04-25","02:06:00",1,"spring",NA,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-04-25","03:16:00",1,"spring",FALSE,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-04-25","21:56:00",1,"spring",NA,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-04-25","22:32:00",1,"spring",NA,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-04-25","00:53:00",1,"spring",FALSE,"unknown","down",NA,"no spawn coloration","no","video"
"clear creek","2013-04-25","04:38:00",1,"spring",NA,"unknown","down",NA,"no spawn coloration","yes","video"
"clear creek","2013-04-25","09:17:00",1,"spring",NA,"unknown","down",NA,"no spawn coloration","yes","video"
"clear creek","2013-04-26","00:08:00",1,"spring",NA,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-04-26","00:08:00",1,"spring",NA,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-04-26","00:09:00",1,"spring",FALSE,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-04-26","00:24:00",1,"spring",NA,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-04-26","00:32:00",1,"spring",NA,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-04-26","00:33:00",1,"spring",NA,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-04-26","00:42:00",1,"spring",NA,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-04-26","00:43:00",1,"spring",NA,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-04-26","17:03:00",1,"spring",FALSE,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-04-26","22:21:00",1,"spring",NA,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-04-26","23:02:00",1,"spring",NA,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-04-26","23:09:00",1,"spring",NA,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-04-26","23:43:00",1,"spring",FALSE,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-04-26","23:54:00",1,"spring",TRUE,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-04-26","23:54:00",1,"spring",NA,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-04-26","02:51:00",1,"spring",FALSE,"unknown","down",NA,"no spawn coloration","no","video"
"clear creek","2013-04-26","04:15:00",1,"spring",NA,"unknown","down",NA,"no spawn coloration","no","video"
"clear creek","2013-04-26","06:21:00",1,"spring",FALSE,"unknown","down",NA,"no spawn coloration","yes","video"
"clear creek","2013-04-26","06:25:00",1,"spring",FALSE,"unknown","down",NA,"no spawn coloration","no","video"
"clear creek","2013-04-26","06:25:00",1,"spring",FALSE,"unknown","down",NA,"no spawn coloration","no","video"
"clear creek","2013-04-27","00:01:00",1,"spring",FALSE,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-04-27","00:11:00",1,"spring",NA,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-04-27","00:32:00",1,"spring",NA,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-04-27","00:33:00",1,"spring",FALSE,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-04-27","00:33:00",1,"spring",FALSE,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-04-27","00:47:00",1,"spring",FALSE,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-04-27","00:59:00",1,"spring",FALSE,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-04-27","02:11:00",1,"spring",NA,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-04-27","02:37:00",1,"spring",NA,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-04-27","02:37:00",1,"spring",FALSE,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-04-27","02:56:00",1,"spring",FALSE,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-04-27","03:28:00",1,"spring",FALSE,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-04-28","00:50:00",1,"spring",FALSE,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-04-28","01:35:00",1,"spring",NA,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-04-28","21:48:00",1,"spring",FALSE,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-04-28","22:19:00",1,"spring",TRUE,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-04-28","22:32:00",1,"spring",FALSE,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-04-28","22:42:00",1,"spring",FALSE,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-04-28","22:42:00",1,"spring",FALSE,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-04-28","22:43:00",1,"spring",NA,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-04-28","22:44:00",1,"spring",TRUE,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-04-28","23:33:00",1,"spring",FALSE,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-04-28","03:55:00",1,"spring",TRUE,"unknown","down",NA,"no spawn coloration","yes","video"
"clear creek","2013-04-29","01:49:00",1,"spring",FALSE,"unknown","up",NA,"no spawn coloration","yes","video"
"clear creek","2013-04-29","02:40:00",1,"spring",FALSE,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-04-29","04:25:00",1,"spring",NA,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-04-29","21:42:00",1,"spring",FALSE,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-04-29","21:43:00",1,"spring",TRUE,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-04-29","03:09:00",1,"spring",FALSE,"unknown","down",NA,"no spawn coloration","no","video"
"clear creek","2013-04-29","05:22:00",1,"spring",TRUE,"unknown","down",NA,"no spawn coloration","no","video"
"clear creek","2013-04-29","05:31:00",1,"spring",FALSE,"unknown","down",NA,"no spawn coloration","no","video"
"clear creek","2013-04-30","00:09:00",1,"spring",NA,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-04-30","21:18:00",1,"spring",FALSE,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-04-30","22:42:00",1,"spring",NA,"unknown","up",NA,"no spawn coloration","yes","video"
"clear creek","2013-04-30","22:45:00",1,"spring",FALSE,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-04-30","00:09:00",1,"spring",FALSE,"unknown","down",NA,"no spawn coloration","no","video"
"clear creek","2013-04-30","01:35:00",1,"spring",NA,"unknown","down",NA,"no spawn coloration","no","video"
"clear creek","2013-04-30","20:40:00",1,"spring",NA,"unknown","down",NA,"no spawn coloration","no","video"
"clear creek","2013-05-01","21:37:00",1,"spring",NA,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-05-01","21:48:00",1,"spring",FALSE,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-05-01","21:48:00",1,"spring",FALSE,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-05-01","21:50:00",1,"spring",FALSE,"unknown","up",NA,"no spawn coloration","yes","video"
"clear creek","2013-05-01","21:57:00",1,"spring",NA,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-05-01","22:04:00",1,"spring",TRUE,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-05-01","22:06:00",1,"spring",NA,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-05-01","23:39:00",1,"spring",NA,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-05-02","01:18:00",1,"spring",FALSE,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-05-02","01:33:00",1,"spring",NA,"unknown","up",NA,"no spawn coloration","yes","video"
"clear creek","2013-05-02","01:36:00",1,"spring",FALSE,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-05-02","01:40:00",1,"spring",NA,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-05-02","03:01:00",1,"spring",NA,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-05-02","03:01:00",1,"spring",NA,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-05-02","06:01:00",1,"spring",NA,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-05-02","21:42:00",1,"spring",NA,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-05-02","21:59:00",1,"spring",NA,"unknown","up",NA,"no spawn coloration","yes","video"
"clear creek","2013-05-02","21:59:00",1,"spring",FALSE,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-05-02","21:59:00",1,"spring",FALSE,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-05-02","21:59:00",1,"spring",NA,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-05-02","21:59:00",1,"spring",FALSE,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-05-02","21:59:00",1,"spring",FALSE,"unknown","up",NA,"no spawn coloration","yes","video"
"clear creek","2013-05-02","22:00:00",1,"spring",FALSE,"unknown","up",NA,"no spawn coloration","yes","video"
"clear creek","2013-05-02","22:05:00",1,"spring",NA,"unknown","up",NA,"no spawn coloration","yes","video"
"clear creek","2013-05-02","22:22:00",1,"spring",NA,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-05-02","22:39:00",1,"spring",NA,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-05-02","23:19:00",1,"spring",FALSE,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-05-02","23:19:00",1,"spring",NA,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-05-02","23:19:00",1,"spring",NA,"male","up",NA,"no spawn coloration","no","video"
"clear creek","2013-05-02","23:21:00",1,"spring",NA,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-05-02","23:32:00",1,"spring",NA,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-05-02","23:32:00",1,"spring",FALSE,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-05-02","23:35:00",1,"spring",NA,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-05-02","23:53:00",1,"spring",NA,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-05-02","00:30:00",1,"spring",FALSE,"unknown","down",NA,"no spawn coloration","no","video"
"clear creek","2013-05-02","05:52:00",1,"spring",NA,"unknown","down",NA,"no spawn coloration","yes","video"
"clear creek","2013-05-02","17:49:00",1,"spring",NA,"unknown","down",NA,"no spawn coloration","yes","video"
"clear creek","2013-05-03","00:02:00",1,"spring",FALSE,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-05-03","00:10:00",1,"spring",NA,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-05-03","00:12:00",1,"spring",NA,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-05-03","00:54:00",1,"spring",FALSE,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-05-03","01:00:00",1,"spring",FALSE,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-05-03","01:00:00",1,"spring",NA,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-05-03","01:00:00",1,"spring",FALSE,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-05-03","02:30:00",1,"spring",FALSE,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-05-03","04:05:00",1,"spring",FALSE,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-05-03","04:05:00",1,"spring",TRUE,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-05-03","05:54:00",1,"spring",FALSE,"unknown","up",NA,"no spawn coloration","yes","video"
"clear creek","2013-05-03","08:53:00",1,"spring",FALSE,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-05-03","21:11:00",1,"spring",NA,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-05-03","21:11:00",1,"spring",NA,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-05-03","23:39:00",1,"spring",TRUE,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-05-03","23:45:00",1,"spring",NA,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-05-03","05:51:00",1,"spring",NA,"unknown","down",NA,"no spawn coloration","no","video"
"clear creek","2013-05-03","21:56:00",1,"spring",FALSE,"unknown","down",NA,"no spawn coloration","no","video"
"clear creek","2013-05-03","22:42:00",1,"spring",NA,"unknown","down",NA,"no spawn coloration","no","video"
"clear creek","2013-05-03","23:27:00",1,"spring",FALSE,"unknown","down",NA,"no spawn coloration","no","video"
"clear creek","2013-05-04","00:08:00",1,"spring",FALSE,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-05-04","00:10:00",1,"spring",FALSE,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-05-04","00:39:00",1,"spring",NA,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-05-04","01:56:00",1,"spring",NA,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-05-04","03:38:00",1,"spring",NA,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-05-04","03:39:00",1,"spring",NA,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-05-04","05:14:00",1,"spring",NA,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-05-04","22:14:00",1,"spring",NA,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-05-04","23:07:00",1,"spring",FALSE,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-05-04","03:31:00",1,"spring",FALSE,"unknown","down",NA,"no spawn coloration","no","video"
"clear creek","2013-05-04","20:23:00",1,"spring",TRUE,"unknown","down",NA,"no spawn coloration","no","video"
"clear creek","2013-05-05","02:21:00",1,"spring",FALSE,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-05-05","02:21:00",1,"spring",TRUE,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-05-05","02:49:00",1,"spring",NA,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-05-05","02:49:00",1,"spring",NA,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-05-05","02:49:00",1,"spring",FALSE,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-05-05","02:49:00",1,"spring",NA,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-05-05","04:15:00",1,"spring",FALSE,"unknown","up",NA,"no spawn coloration","unknown","video"
"clear creek","2013-05-05","04:15:00",1,"spring",NA,"unknown","up",NA,"no spawn coloration","yes","video"
"clear creek","2013-05-05","21:51:00",1,"spring",NA,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-05-05","22:00:00",1,"spring",FALSE,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-05-05","22:02:00",1,"spring",FALSE,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-05-05","22:58:00",1,"spring",TRUE,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-05-05","23:11:00",1,"spring",TRUE,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-05-05","23:11:00",1,"spring",NA,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-05-05","23:11:00",1,"spring",FALSE,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-05-05","23:17:00",1,"spring",TRUE,"unknown","up",NA,"no spawn coloration","yes","video"
"clear creek","2013-05-05","23:45:00",1,"spring",FALSE,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-05-05","00:04:00",1,"spring",FALSE,"unknown","down",NA,"no spawn coloration","no","video"
"clear creek","2013-05-05","23:22:00",1,"spring",FALSE,"unknown","down",NA,"no spawn coloration","no","video"
"clear creek","2013-05-06","00:00:00",1,"spring",NA,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-05-06","00:00:00",1,"spring",NA,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-05-06","00:20:00",1,"spring",TRUE,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-05-06","00:21:00",1,"spring",NA,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-05-06","00:25:00",1,"spring",TRUE,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-05-06","00:26:00",1,"spring",FALSE,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-05-06","01:11:00",1,"spring",FALSE,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-05-06","21:27:00",1,"spring",FALSE,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-05-06","21:47:00",1,"spring",FALSE,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-05-06","21:47:00",1,"spring",FALSE,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-05-06","23:30:00",1,"spring",NA,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-05-06","06:00:00",1,"spring",FALSE,"unknown","down",NA,"no spawn coloration","no","video"
"clear creek","2013-05-07","00:04:00",1,"spring",FALSE,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-05-07","00:04:00",1,"spring",FALSE,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-05-07","04:51:00",1,"spring",FALSE,"unknown","up",NA,"no spawn coloration","yes","video"
"clear creek","2013-05-07","05:28:00",1,"spring",TRUE,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-05-07","05:28:00",1,"spring",NA,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-05-07","05:28:00",1,"spring",NA,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-05-07","05:28:00",1,"spring",TRUE,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-05-07","05:28:00",1,"spring",TRUE,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-05-07","11:19:00",1,"spring",NA,"unknown","up",NA,"no spawn coloration","unknown","video"
"clear creek","2013-05-07","20:48:00",1,"spring",NA,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-05-07","22:25:00",1,"late fall",FALSE,"male","up",NA,"full spawn coloration","yes","video"
"clear creek","2013-05-07","22:50:00",1,"late fall",TRUE,"unknown","up",NA,"full spawn coloration","no","video"
"clear creek","2013-05-07","05:05:00",1,"spring",FALSE,"unknown","down",NA,"no spawn coloration","yes","video"
"clear creek","2013-05-07","22:08:00",1,"spring",NA,"unknown","down",NA,"no spawn coloration","no","video"
"clear creek","2013-05-07","22:17:00",1,"spring",NA,"unknown","down",NA,"no spawn coloration","no","video"
"clear creek","2013-05-08","00:01:00",1,"late fall",FALSE,"unknown","up",NA,"full spawn coloration","no","video"
"clear creek","2013-05-08","00:01:00",1,"late fall",NA,"unknown","up",NA,"full spawn coloration","no","video"
"clear creek","2013-05-08","00:58:00",1,"spring",NA,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-05-08","00:59:00",1,"spring",FALSE,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-05-08","02:02:00",1,"spring",NA,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-05-08","02:02:00",1,"spring",FALSE,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-05-08","23:43:00",1,"late fall",NA,"unknown","up",NA,"full spawn coloration","no","video"
"clear creek","2013-05-08","23:34:00",1,"spring",NA,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-05-08","00:20:00",1,"spring",NA,"unknown","down",NA,"no spawn coloration","no","video"
"clear creek","2013-05-08","01:11:00",1,"spring",FALSE,"unknown","down",NA,"no spawn coloration","no","video"
"clear creek","2013-05-08","02:03:00",1,"spring",NA,"unknown","down",NA,"no spawn coloration","no","video"
"clear creek","2013-05-08","02:05:00",1,"spring",FALSE,"unknown","down",NA,"no spawn coloration","no","video"
"clear creek","2013-05-08","18:43:00",1,"late fall",NA,"female","down",NA,"full spawn coloration","no","video"
"clear creek","2013-05-09","00:00:00",1,"late fall",NA,"unknown","up",NA,"full spawn coloration","no","video"
"clear creek","2013-05-09","00:03:00",1,"spring",FALSE,"unknown","up",NA,"no spawn coloration","yes","video"
"clear creek","2013-05-09","01:14:00",1,"spring",NA,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-05-09","01:14:00",1,"spring",FALSE,"unknown","up",NA,"no spawn coloration","yes","video"
"clear creek","2013-05-09","01:14:00",1,"spring",NA,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-05-09","01:14:00",1,"spring",FALSE,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-05-09","05:40:00",1,"spring",NA,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-05-09","22:16:00",1,"spring",FALSE,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-05-09","22:17:00",1,"spring",NA,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-05-09","22:19:00",1,"spring",NA,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-05-09","22:22:00",1,"spring",NA,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-05-09","22:35:00",1,"spring",FALSE,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-05-09","22:58:00",1,"spring",FALSE,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-05-09","22:58:00",1,"spring",NA,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2013-05-09","01:33:00",1,"spring",FALSE,"unknown","down",NA,"no spawn coloration","no","video"
"clear creek","2013-05-09","21:38:00",1,"spring",TRUE,"unknown","down",NA,"no spawn coloration","no","video"
"clear creek","2013-05-10","00:10:00",1,"spring",NA,"unknown","up",NA,"no spawn coloration","no","video"
